gene,gene_ID_robin,cluster
GQ602_001801,Ophcf2|01801,3
GQ602_001804,Ophcf2|01804,2
GQ602_001805,Ophcf2|01805,3
GQ602_001806,Ophcf2|01806,1
GQ602_001808,Ophcf2|01808,4
GQ602_001809,Ophcf2|01809,4
GQ602_001810,Ophcf2|01810,2
GQ602_001815,Ophcf2|01815,2
GQ602_001817,Ophcf2|01817,4
GQ602_001818,Ophcf2|01818,4
GQ602_001821,Ophcf2|01821,4
GQ602_001825,Ophcf2|01825,1
GQ602_001827,Ophcf2|01827,1
GQ602_001828,Ophcf2|01828,1
GQ602_001829,Ophcf2|01829,3
GQ602_001830,Ophcf2|01830,4
GQ602_001837,Ophcf2|01837,2
GQ602_001838,Ophcf2|01838,1
GQ602_001839,Ophcf2|01839,2
GQ602_001841,Ophcf2|01841,1
GQ602_001843,Ophcf2|01843,4
GQ602_001845,Ophcf2|01845,3
GQ602_001849,Ophcf2|01849,1
GQ602_001855,Ophcf2|01855,4
GQ602_001856,Ophcf2|01856,1
GQ602_001857,Ophcf2|01857,3
GQ602_001858,Ophcf2|01858,3
GQ602_001859,Ophcf2|01859,4
GQ602_001861,Ophcf2|01861,2
GQ602_001865,Ophcf2|01865,4
GQ602_001868,Ophcf2|01868,4
GQ602_001878,Ophcf2|01878,1
GQ602_001885,Ophcf2|01885,3
GQ602_001886,Ophcf2|01886,4
GQ602_001887,Ophcf2|01887,4
GQ602_001889,Ophcf2|01889,3
GQ602_001891,Ophcf2|01891,2
GQ602_001892,Ophcf2|01892,1
GQ602_001894,Ophcf2|01894,1
GQ602_001895,Ophcf2|01895,4
GQ602_001899,Ophcf2|01899,2
GQ602_001902,Ophcf2|01902,1
GQ602_001903,Ophcf2|01903,1
GQ602_001913,Ophcf2|01913,1
GQ602_001915,Ophcf2|01915,1
GQ602_001916,Ophcf2|01916,1
GQ602_001918,Ophcf2|01918,4
GQ602_001919,Ophcf2|01919,4
GQ602_001921,Ophcf2|01921,4
GQ602_001925,Ophcf2|01925,2
GQ602_001930,Ophcf2|01930,2
GQ602_001931,Ophcf2|01931,1
GQ602_001932,Ophcf2|01932,1
GQ602_001934,Ophcf2|01934,2
GQ602_001941,Ophcf2|01941,4
GQ602_001942,Ophcf2|01942,3
GQ602_001943,Ophcf2|01943,3
GQ602_001948,Ophcf2|01948,1
GQ602_001951,Ophcf2|01951,1
GQ602_001954,Ophcf2|01954,2
GQ602_001961,Ophcf2|01961,3
GQ602_001964,Ophcf2|01964,1
GQ602_001969,Ophcf2|01969,2
GQ602_001970,Ophcf2|01970,2
GQ602_001976,Ophcf2|01976,1
GQ602_001978,Ophcf2|01978,3
GQ602_001983,Ophcf2|01983,4
GQ602_001988,Ophcf2|01988,3
GQ602_001992,Ophcf2|01992,4
GQ602_001993,Ophcf2|01993,4
GQ602_001994,Ophcf2|01994,4
GQ602_001996,Ophcf2|01996,1
GQ602_001997,Ophcf2|01997,1
GQ602_002001,Ophcf2|02001,4
GQ602_002002,Ophcf2|02002,4
GQ602_002010,Ophcf2|02010,1
GQ602_002012,Ophcf2|02012,1
GQ602_002013,Ophcf2|02013,1
GQ602_002018,Ophcf2|02018,4
GQ602_002019,Ophcf2|02019,4
GQ602_002020,Ophcf2|02020,2
GQ602_002021,Ophcf2|02021,1
GQ602_002025,Ophcf2|02025,1
GQ602_002028,Ophcf2|02028,2
GQ602_002030,Ophcf2|02030,4
GQ602_002033,Ophcf2|02033,1
GQ602_002034,Ophcf2|02034,2
GQ602_002036,Ophcf2|02036,4
GQ602_002040,Ophcf2|02040,2
GQ602_002045,Ophcf2|02045,1
GQ602_002046,Ophcf2|02046,2
GQ602_002048,Ophcf2|02048,1
GQ602_002085,Ophcf2|02085,3
GQ602_002086,Ophcf2|02086,3
GQ602_002090,Ophcf2|02090,4
GQ602_002095,Ophcf2|02095,2
GQ602_002096,Ophcf2|02096,2
GQ602_002099,Ophcf2|02099,1
GQ602_002106,Ophcf2|02106,4
GQ602_002109,Ophcf2|02109,1
GQ602_002113,Ophcf2|02113,3
GQ602_002114,Ophcf2|02114,3
GQ602_002120,Ophcf2|02120,1
GQ602_002121,Ophcf2|02121,1
GQ602_002123,Ophcf2|02123,2
GQ602_002130,Ophcf2|02130,3
GQ602_002132,Ophcf2|02132,3
GQ602_002135,Ophcf2|02135,4
GQ602_002138,Ophcf2|02138,2
GQ602_002146,Ophcf2|02146,4
GQ602_002147,Ophcf2|02147,4
GQ602_002148,Ophcf2|02148,4
GQ602_002149,Ophcf2|02149,2
GQ602_002150,Ophcf2|02150,2
GQ602_002152,Ophcf2|02152,3
GQ602_002154,Ophcf2|02154,3
GQ602_002158,Ophcf2|02158,1
GQ602_002162,Ophcf2|02162,1
GQ602_002167,Ophcf2|02167,1
GQ602_002171,Ophcf2|02171,2
GQ602_002173,Ophcf2|02173,3
GQ602_002174,Ophcf2|02174,1
GQ602_002178,Ophcf2|02178,2
GQ602_002179,Ophcf2|02179,4
GQ602_002180,Ophcf2|02180,4
GQ602_002185,Ophcf2|02185,1
GQ602_002190,Ophcf2|02190,1
GQ602_002199,Ophcf2|02199,3
GQ602_002201,Ophcf2|02201,3
GQ602_002202,Ophcf2|02202,1
GQ602_002203,Ophcf2|02203,3
GQ602_002206,Ophcf2|02206,4
GQ602_002209,Ophcf2|02209,1
GQ602_002213,Ophcf2|02213,1
GQ602_002216,Ophcf2|02216,1
GQ602_002217,Ophcf2|02217,1
GQ602_002224,Ophcf2|02224,4
GQ602_002229,Ophcf2|02229,1
GQ602_002230,Ophcf2|02230,4
GQ602_002231,Ophcf2|02231,1
GQ602_002234,Ophcf2|02234,1
GQ602_002236,Ophcf2|02236,4
GQ602_002237,Ophcf2|02237,1
GQ602_002245,Ophcf2|02245,1
GQ602_002247,Ophcf2|02247,4
GQ602_002250,Ophcf2|02250,3
GQ602_002252,Ophcf2|02252,1
GQ602_002260,Ophcf2|02260,1
GQ602_002262,Ophcf2|02262,4
GQ602_002263,Ophcf2|02263,1
GQ602_002265,Ophcf2|02265,1
GQ602_002268,Ophcf2|02268,4
GQ602_002269,Ophcf2|02269,4
GQ602_002270,Ophcf2|02270,4
GQ602_002273,Ophcf2|02273,1
GQ602_002277,Ophcf2|02277,4
GQ602_002278,Ophcf2|02278,4
GQ602_002283,Ophcf2|02283,1
GQ602_002284,Ophcf2|02284,1
GQ602_002287,Ophcf2|02287,3
GQ602_002289,Ophcf2|02289,1
GQ602_002294,Ophcf2|02294,1
GQ602_002296,Ophcf2|02296,1
GQ602_002297,Ophcf2|02297,2
GQ602_002299,Ophcf2|02299,1
GQ602_002304,Ophcf2|02304,3
GQ602_002311,Ophcf2|02311,2
GQ602_002314,Ophcf2|02314,2
GQ602_002315,Ophcf2|02315,4
GQ602_002316,Ophcf2|02316,4
GQ602_002320,Ophcf2|02320,4
GQ602_002322,Ophcf2|02322,3
GQ602_002324,Ophcf2|02324,3
GQ602_002334,Ophcf2|02334,3
GQ602_002344,Ophcf2|02344,2
GQ602_002345,Ophcf2|02345,2
GQ602_002346,Ophcf2|02346,2
GQ602_002347,Ophcf2|02347,2
GQ602_002351,Ophcf2|02351,2
GQ602_002354,Ophcf2|02354,1
GQ602_002358,Ophcf2|02358,3
GQ602_002360,Ophcf2|02360,4
GQ602_002373,Ophcf2|02373,1
GQ602_002374,Ophcf2|02374,1
GQ602_002378,Ophcf2|02378,1
GQ602_002385,Ophcf2|02385,2
GQ602_002393,Ophcf2|02393,1
GQ602_002396,Ophcf2|02396,3
GQ602_002406,Ophcf2|02406,4
GQ602_002408,Ophcf2|02408,4
GQ602_002410,Ophcf2|02410,2
GQ602_002411,Ophcf2|02411,1
GQ602_002431,Ophcf2|02431,1
GQ602_002436,Ophcf2|02436,1
GQ602_002437,Ophcf2|02437,1
GQ602_002440,Ophcf2|02440,1
GQ602_002441,Ophcf2|02441,2
GQ602_002442,Ophcf2|02442,4
GQ602_002443,Ophcf2|02443,1
GQ602_002446,Ophcf2|02446,4
GQ602_002447,Ophcf2|02447,2
GQ602_002451,Ophcf2|02451,1
GQ602_002459,Ophcf2|02459,1
GQ602_002461,Ophcf2|02461,3
GQ602_002462,Ophcf2|02462,3
GQ602_002465,Ophcf2|02465,2
GQ602_002474,Ophcf2|02474,2
GQ602_002475,Ophcf2|02475,1
GQ602_002476,Ophcf2|02476,1
GQ602_002478,Ophcf2|02478,4
GQ602_002483,Ophcf2|02483,3
GQ602_002485,Ophcf2|02485,4
GQ602_002486,Ophcf2|02486,4
GQ602_002488,Ophcf2|02488,4
GQ602_002492,Ophcf2|02492,1
GQ602_002504,Ophcf2|02504,1
GQ602_002509,Ophcf2|02509,2
GQ602_002514,Ophcf2|02514,4
GQ602_002519,Ophcf2|02519,4
GQ602_002521,Ophcf2|02521,1
GQ602_002522,Ophcf2|02522,1
GQ602_002523,Ophcf2|02523,1
GQ602_002524,Ophcf2|02524,2
GQ602_002531,Ophcf2|02531,3
GQ602_002533,Ophcf2|02533,2
GQ602_002535,Ophcf2|02535,4
GQ602_002544,Ophcf2|02544,2
GQ602_002545,Ophcf2|02545,2
GQ602_002549,Ophcf2|02549,2
GQ602_002552,Ophcf2|02552,3
GQ602_002563,Ophcf2|02563,2
GQ602_002564,Ophcf2|02564,1
GQ602_002567,Ophcf2|02567,3
GQ602_002571,Ophcf2|02571,1
GQ602_002573,Ophcf2|02573,1
GQ602_002574,Ophcf2|02574,4
GQ602_002575,Ophcf2|02575,2
GQ602_002576,Ophcf2|02576,4
GQ602_002577,Ophcf2|02577,1
GQ602_002582,Ophcf2|02582,1
GQ602_002584,Ophcf2|02584,4
GQ602_002589,Ophcf2|02589,4
GQ602_002605,Ophcf2|02605,4
GQ602_002606,Ophcf2|02606,1
GQ602_002610,Ophcf2|02610,1
GQ602_002616,Ophcf2|02616,1
GQ602_002620,Ophcf2|02620,1
GQ602_002621,Ophcf2|02621,4
GQ602_002626,Ophcf2|02626,4
GQ602_002628,Ophcf2|02628,2
GQ602_002636,Ophcf2|02636,1
GQ602_002639,Ophcf2|02639,1
GQ602_002641,Ophcf2|02641,1
GQ602_002642,Ophcf2|02642,1
GQ602_002646,Ophcf2|02646,1
GQ602_002650,Ophcf2|02650,4
GQ602_002651,Ophcf2|02651,3
GQ602_002652,Ophcf2|02652,3
GQ602_002659,Ophcf2|02659,3
GQ602_002664,Ophcf2|02664,1
GQ602_002668,Ophcf2|02668,1
GQ602_002674,Ophcf2|02674,1
GQ602_002679,Ophcf2|02679,4
GQ602_002681,Ophcf2|02681,2
GQ602_002682,Ophcf2|02682,2
GQ602_002683,Ophcf2|02683,1
GQ602_002684,Ophcf2|02684,1
GQ602_002686,Ophcf2|02686,2
GQ602_002694,Ophcf2|02694,1
GQ602_002696,Ophcf2|02696,4
GQ602_002697,Ophcf2|02697,2
GQ602_002698,Ophcf2|02698,4
GQ602_002700,Ophcf2|02700,3
GQ602_002705,Ophcf2|02705,1
GQ602_002707,Ophcf2|02707,1
GQ602_002714,Ophcf2|02714,2
GQ602_002716,Ophcf2|02716,4
GQ602_002717,Ophcf2|02717,1
GQ602_002725,Ophcf2|02725,1
GQ602_002731,Ophcf2|02731,2
GQ602_002732,Ophcf2|02732,1
GQ602_002735,Ophcf2|02735,2
GQ602_002738,Ophcf2|02738,4
GQ602_002742,Ophcf2|02742,3
GQ602_002751,Ophcf2|02751,1
GQ602_002754,Ophcf2|02754,3
GQ602_002758,Ophcf2|02758,1
GQ602_002759,Ophcf2|02759,1
GQ602_002760,Ophcf2|02760,2
GQ602_002761,Ophcf2|02761,1
GQ602_002764,Ophcf2|02764,4
GQ602_002770,Ophcf2|02770,4
GQ602_002775,Ophcf2|02775,3
GQ602_002776,Ophcf2|02776,1
GQ602_002777,Ophcf2|02777,1
GQ602_002778,Ophcf2|02778,2
GQ602_002779,Ophcf2|02779,2
GQ602_002788,Ophcf2|02788,3
GQ602_002789,Ophcf2|02789,2
GQ602_002790,Ophcf2|02790,2
GQ602_002794,Ophcf2|02794,1
GQ602_002803,Ophcf2|02803,3
GQ602_002807,Ophcf2|02807,3
GQ602_002810,Ophcf2|02810,1
GQ602_002818,Ophcf2|02818,1
GQ602_002822,Ophcf2|02822,2
GQ602_002825,Ophcf2|02825,3
GQ602_002830,Ophcf2|02830,4
GQ602_002831,Ophcf2|02831,4
GQ602_002841,Ophcf2|02841,4
GQ602_002842,Ophcf2|02842,1
GQ602_002845,Ophcf2|02845,4
GQ602_002847,Ophcf2|02847,4
GQ602_002848,Ophcf2|02848,4
GQ602_002850,Ophcf2|02850,1
GQ602_002851,Ophcf2|02851,1
GQ602_002855,Ophcf2|02855,1
GQ602_002856,Ophcf2|02856,2
GQ602_002858,Ophcf2|02858,3
GQ602_002860,Ophcf2|02860,2
GQ602_002861,Ophcf2|02861,1
GQ602_002868,Ophcf2|02868,2
GQ602_002869,Ophcf2|02869,1
GQ602_002870,Ophcf2|02870,1
GQ602_002873,Ophcf2|02873,4
GQ602_002874,Ophcf2|02874,3
GQ602_002882,Ophcf2|02882,4
GQ602_002883,Ophcf2|02883,1
GQ602_002891,Ophcf2|02891,3
GQ602_002893,Ophcf2|02893,3
GQ602_002897,Ophcf2|02897,3
GQ602_002899,Ophcf2|02899,4
GQ602_002905,Ophcf2|02905,3
GQ602_002906,Ophcf2|02906,1
GQ602_002911,Ophcf2|02911,3
GQ602_002913,Ophcf2|02913,3
GQ602_002916,Ophcf2|02916,2
GQ602_002917,Ophcf2|02917,3
GQ602_002918,Ophcf2|02918,1
GQ602_002920,Ophcf2|02920,2
GQ602_002924,Ophcf2|02924,2
GQ602_002928,Ophcf2|02928,2
GQ602_002930,Ophcf2|02930,1
GQ602_002931,Ophcf2|02931,2
GQ602_002939,Ophcf2|02939,2
GQ602_002940,Ophcf2|02940,1
GQ602_002946,Ophcf2|02946,1
GQ602_002954,Ophcf2|02954,2
GQ602_002955,Ophcf2|02955,2
GQ602_002956,Ophcf2|02956,3
GQ602_002967,Ophcf2|02967,4
GQ602_002968,Ophcf2|02968,2
GQ602_002970,Ophcf2|02970,1
GQ602_002971,Ophcf2|02971,1
GQ602_002973,Ophcf2|02973,1
GQ602_002974,Ophcf2|02974,4
GQ602_002977,Ophcf2|02977,1
GQ602_002978,Ophcf2|02978,1
GQ602_002981,Ophcf2|02981,2
GQ602_002983,Ophcf2|02983,3
GQ602_002984,Ophcf2|02984,2
GQ602_002986,Ophcf2|02986,1
GQ602_002996,Ophcf2|02996,1
GQ602_002999,Ophcf2|02999,4
GQ602_003000,Ophcf2|03000,4
GQ602_003001,Ophcf2|03001,1
GQ602_003002,Ophcf2|03002,2
GQ602_003005,Ophcf2|03005,4
GQ602_003015,Ophcf2|03015,3
GQ602_003020,Ophcf2|03020,2
GQ602_003035,Ophcf2|03035,4
GQ602_003042,Ophcf2|03042,3
GQ602_003051,Ophcf2|03051,2
GQ602_003058,Ophcf2|03058,3
GQ602_003060,Ophcf2|03060,2
GQ602_003063,Ophcf2|03063,4
GQ602_003072,Ophcf2|03072,2
GQ602_003074,Ophcf2|03074,1
GQ602_003076,Ophcf2|03076,3
GQ602_003077,Ophcf2|03077,1
GQ602_003091,Ophcf2|03091,1
GQ602_003096,Ophcf2|03096,1
GQ602_003097,Ophcf2|03097,1
GQ602_003098,Ophcf2|03098,1
GQ602_003099,Ophcf2|03099,1
GQ602_003100,Ophcf2|03100,1
GQ602_003101,Ophcf2|03101,2
GQ602_003106,Ophcf2|03106,2
GQ602_003110,Ophcf2|03110,4
GQ602_003111,Ophcf2|03111,4
GQ602_003112,Ophcf2|03112,3
GQ602_003114,Ophcf2|03114,2
GQ602_003120,Ophcf2|03120,4
GQ602_003125,Ophcf2|03125,4
GQ602_003128,Ophcf2|03128,2
GQ602_003132,Ophcf2|03132,1
GQ602_003133,Ophcf2|03133,4
GQ602_003135,Ophcf2|03135,1
GQ602_003139,Ophcf2|03139,2
GQ602_003140,Ophcf2|03140,2
GQ602_003148,Ophcf2|03148,3
GQ602_003150,Ophcf2|03150,1
GQ602_003153,Ophcf2|03153,1
GQ602_003157,Ophcf2|03157,2
GQ602_003158,Ophcf2|03158,2
GQ602_003159,Ophcf2|03159,2
GQ602_003167,Ophcf2|03167,2
GQ602_003171,Ophcf2|03171,3
GQ602_003172,Ophcf2|03172,4
GQ602_003173,Ophcf2|03173,3
GQ602_003179,Ophcf2|03179,2
GQ602_003186,Ophcf2|03186,2
GQ602_003191,Ophcf2|03191,4
GQ602_003199,Ophcf2|03199,1
GQ602_003200,Ophcf2|03200,1
GQ602_003204,Ophcf2|03204,2
GQ602_003207,Ophcf2|03207,1
GQ602_003211,Ophcf2|03211,3
GQ602_003225,Ophcf2|03225,1
GQ602_003227,Ophcf2|03227,1
GQ602_003228,Ophcf2|03228,2
GQ602_003229,Ophcf2|03229,1
GQ602_003230,Ophcf2|03230,1
GQ602_003236,Ophcf2|03236,2
GQ602_003237,Ophcf2|03237,4
GQ602_003238,Ophcf2|03238,2
GQ602_003242,Ophcf2|03242,1
GQ602_003243,Ophcf2|03243,1
GQ602_003245,Ophcf2|03245,4
GQ602_003253,Ophcf2|03253,1
GQ602_003254,Ophcf2|03254,1
GQ602_003256,Ophcf2|03256,4
GQ602_003257,Ophcf2|03257,4
GQ602_003263,Ophcf2|03263,3
GQ602_003266,Ophcf2|03266,1
GQ602_003271,Ophcf2|03271,1
GQ602_003276,Ophcf2|03276,1
GQ602_003277,Ophcf2|03277,1
GQ602_003285,Ophcf2|03285,4
GQ602_003290,Ophcf2|03290,4
GQ602_003293,Ophcf2|03293,1
GQ602_003296,Ophcf2|03296,4
GQ602_003302,Ophcf2|03302,1
GQ602_003303,Ophcf2|03303,1
GQ602_003306,Ophcf2|03306,1
GQ602_003308,Ophcf2|03308,1
GQ602_003310,Ophcf2|03310,2
GQ602_003314,Ophcf2|03314,2
GQ602_003315,Ophcf2|03315,2
GQ602_003319,Ophcf2|03319,3
GQ602_003321,Ophcf2|03321,4
GQ602_003323,Ophcf2|03323,4
GQ602_003324,Ophcf2|03324,4
GQ602_003325,Ophcf2|03325,4
GQ602_003330,Ophcf2|03330,1
GQ602_003333,Ophcf2|03333,4
GQ602_003334,Ophcf2|03334,4
GQ602_003340,Ophcf2|03340,1
GQ602_003342,Ophcf2|03342,1
GQ602_003345,Ophcf2|03345,4
GQ602_003353,Ophcf2|03353,4
GQ602_003354,Ophcf2|03354,1
GQ602_003355,Ophcf2|03355,1
GQ602_003356,Ophcf2|03356,1
GQ602_003359,Ophcf2|03359,4
GQ602_003362,Ophcf2|03362,3
GQ602_003366,Ophcf2|03366,4
GQ602_003367,Ophcf2|03367,1
GQ602_003375,Ophcf2|03375,3
GQ602_003376,Ophcf2|03376,1
GQ602_003377,Ophcf2|03377,1
GQ602_003383,Ophcf2|03383,1
GQ602_003384,Ophcf2|03384,2
GQ602_003387,Ophcf2|03387,4
GQ602_003389,Ophcf2|03389,2
GQ602_003394,Ophcf2|03394,4
GQ602_003395,Ophcf2|03395,1
GQ602_003396,Ophcf2|03396,4
GQ602_003397,Ophcf2|03397,1
GQ602_003398,Ophcf2|03398,4
GQ602_003399,Ophcf2|03399,1
GQ602_003400,Ophcf2|03400,1
GQ602_003401,Ophcf2|03401,4
GQ602_003408,Ophcf2|03408,4
GQ602_003411,Ophcf2|03411,2
GQ602_003414,Ophcf2|03414,1
GQ602_003417,Ophcf2|03417,4
GQ602_003420,Ophcf2|03420,2
GQ602_003423,Ophcf2|03423,2
GQ602_003434,Ophcf2|03434,2
GQ602_003436,Ophcf2|03436,1
GQ602_003437,Ophcf2|03437,3
GQ602_003438,Ophcf2|03438,1
GQ602_003442,Ophcf2|03442,1
GQ602_003443,Ophcf2|03443,2
GQ602_003445,Ophcf2|03445,2
GQ602_003448,Ophcf2|03448,4
GQ602_003451,Ophcf2|03451,3
GQ602_003452,Ophcf2|03452,1
GQ602_003455,Ophcf2|03455,1
GQ602_003466,Ophcf2|03466,1
GQ602_003468,Ophcf2|03468,4
GQ602_003469,Ophcf2|03469,1
GQ602_003470,Ophcf2|03470,4
GQ602_003471,Ophcf2|03471,4
GQ602_003473,Ophcf2|03473,4
GQ602_003477,Ophcf2|03477,4
GQ602_003479,Ophcf2|03479,3
GQ602_003480,Ophcf2|03480,3
GQ602_003481,Ophcf2|03481,3
GQ602_003483,Ophcf2|03483,1
GQ602_003484,Ophcf2|03484,1
GQ602_003493,Ophcf2|03493,4
GQ602_003498,Ophcf2|03498,4
GQ602_003508,Ophcf2|03508,3
GQ602_003513,Ophcf2|03513,1
GQ602_003518,Ophcf2|03518,2
GQ602_003519,Ophcf2|03519,4
GQ602_003523,Ophcf2|03523,4
GQ602_003526,Ophcf2|03526,4
GQ602_003534,Ophcf2|03534,2
GQ602_003536,Ophcf2|03536,2
GQ602_003537,Ophcf2|03537,1
GQ602_003540,Ophcf2|03540,3
GQ602_003544,Ophcf2|03544,4
GQ602_003547,Ophcf2|03547,2
GQ602_003548,Ophcf2|03548,3
GQ602_003552,Ophcf2|03552,1
GQ602_003553,Ophcf2|03553,1
GQ602_003557,Ophcf2|03557,3
GQ602_003562,Ophcf2|03562,3
GQ602_003574,Ophcf2|03574,4
GQ602_003577,Ophcf2|03577,2
GQ602_003579,Ophcf2|03579,4
GQ602_003591,Ophcf2|03591,2
GQ602_003592,Ophcf2|03592,2
GQ602_003595,Ophcf2|03595,2
GQ602_003597,Ophcf2|03597,1
GQ602_003598,Ophcf2|03598,4
GQ602_003600,Ophcf2|03600,4
GQ602_003604,Ophcf2|03604,2
GQ602_003608,Ophcf2|03608,2
GQ602_003616,Ophcf2|03616,2
GQ602_003619,Ophcf2|03619,1
GQ602_003624,Ophcf2|03624,3
GQ602_003631,Ophcf2|03631,1
GQ602_003635,Ophcf2|03635,4
GQ602_003639,Ophcf2|03639,3
GQ602_003641,Ophcf2|03641,1
GQ602_003644,Ophcf2|03644,1
GQ602_003646,Ophcf2|03646,3
GQ602_003647,Ophcf2|03647,3
GQ602_003651,Ophcf2|03651,3
GQ602_003652,Ophcf2|03652,2
GQ602_003653,Ophcf2|03653,1
GQ602_003656,Ophcf2|03656,4
GQ602_003657,Ophcf2|03657,3
GQ602_003658,Ophcf2|03658,1
GQ602_003659,Ophcf2|03659,4
GQ602_003660,Ophcf2|03660,3
GQ602_003663,Ophcf2|03663,1
GQ602_003664,Ophcf2|03664,4
GQ602_003665,Ophcf2|03665,1
GQ602_003671,Ophcf2|03671,1
GQ602_003672,Ophcf2|03672,2
GQ602_003675,Ophcf2|03675,2
GQ602_003677,Ophcf2|03677,1
GQ602_003685,Ophcf2|03685,2
GQ602_003691,Ophcf2|03691,1
GQ602_003697,Ophcf2|03697,1
GQ602_003698,Ophcf2|03698,4
