"","gene","gene_ID_robin","cluster"
"1414","BBA_07172","Beaba1|7172",2
"1415","BBA_07176","Beaba1|7176",2
"1416","BBA_07193","Beaba1|7193",2
"1417","BBA_07196","Beaba1|7196",1
"1418","BBA_07199","Beaba1|7199",4
"1419","BBA_07208","Beaba1|7208",2
"1420","BBA_07210","Beaba1|7210",1
"1421","BBA_07218","Beaba1|7218",4
"1422","BBA_07225","Beaba1|7225",2
"1423","BBA_07226","Beaba1|7226",1
"1424","BBA_07232","Beaba1|7232",1
"1425","BBA_07240","Beaba1|7240",4
"1426","BBA_07246","Beaba1|7246",2
"1427","BBA_07249","Beaba1|7249",1
"1428","BBA_07255","Beaba1|7255",2
"1429","BBA_07260","Beaba1|7260",1
"1430","BBA_07261","Beaba1|7261",2
"1431","BBA_07275","Beaba1|7275",3
"1432","BBA_07286","Beaba1|7286",2
"1433","BBA_07298","Beaba1|7298",1
"1434","BBA_07304","Beaba1|7304",1
"1435","BBA_07306","Beaba1|7306",3
"1436","BBA_07307","Beaba1|7307",3
"1437","BBA_07311","Beaba1|7311",1
"1438","BBA_07327","Beaba1|7327",1
"1439","BBA_07330","Beaba1|7330",3
"1440","BBA_07335","Beaba1|7335",1
"1441","BBA_07346","Beaba1|7346",4
"1442","BBA_07357","Beaba1|7357",1
"1443","BBA_07366","Beaba1|7366",2
"1444","BBA_07375","Beaba1|7375",2
"1445","BBA_07378","Beaba1|7378",1
"1446","BBA_07388","Beaba1|7388",1
"1447","BBA_07389","Beaba1|7389",3
"1448","BBA_07398","Beaba1|7398",3
"1449","BBA_07400","Beaba1|7400",1
"1450","BBA_07401","Beaba1|7401",1
"1451","BBA_07402","Beaba1|7402",1
"1452","BBA_07403","Beaba1|7403",1
"1453","BBA_07428","Beaba1|7428",1
"1454","BBA_07433","Beaba1|7433",2
"1455","BBA_07436","Beaba1|7436",2
"1456","BBA_07438","Beaba1|7438",1
"1457","BBA_07439","Beaba1|7439",2
"1458","BBA_07445","Beaba1|7445",1
"1459","BBA_07454","Beaba1|7454",1
"1460","BBA_07464","Beaba1|7464",1
"1461","BBA_07465","Beaba1|7465",1
"1462","BBA_07466","Beaba1|7466",2
"1463","BBA_07483","Beaba1|7483",1
"1464","BBA_07484","Beaba1|7484",1
"1465","BBA_07490","Beaba1|7490",1
"1466","BBA_07501","Beaba1|7501",2
"1467","BBA_07514","Beaba1|7514",4
"1468","BBA_07518","Beaba1|7518",1
"1469","BBA_07522","Beaba1|7522",3
"1470","BBA_07547","Beaba1|7547",1
"1471","BBA_07556","Beaba1|7556",3
"1472","BBA_07563","Beaba1|7563",4
"1473","BBA_07573","Beaba1|7573",1
"1474","BBA_07575","Beaba1|7575",1
"1475","BBA_07577","Beaba1|7577",2
"1476","BBA_07580","Beaba1|7580",2
"1477","BBA_07592","Beaba1|7592",1
"1478","BBA_07598","Beaba1|7598",3
"1479","BBA_07603","Beaba1|7603",1
"1480","BBA_07607","Beaba1|7607",3
"1481","BBA_07608","Beaba1|7608",1
"1482","BBA_07609","Beaba1|7609",3
"1483","BBA_07620","Beaba1|7620",4
"1484","BBA_07636","Beaba1|7636",1
"1485","BBA_07640","Beaba1|7640",2
"1486","BBA_07641","Beaba1|7641",1
"1487","BBA_07653","Beaba1|7653",1
"1488","BBA_07659","Beaba1|7659",1
"1489","BBA_07660","Beaba1|7660",1
"1490","BBA_07661","Beaba1|7661",1
"1491","BBA_07674","Beaba1|7674",2
"1492","BBA_07702","Beaba1|7702",1
"1493","BBA_07708","Beaba1|7708",1
"1494","BBA_07709","Beaba1|7709",1
"1495","BBA_07711","Beaba1|7711",1
"1496","BBA_07713","Beaba1|7713",1
"1497","BBA_07714","Beaba1|7714",3
"1498","BBA_07715","Beaba1|7715",1
"1499","BBA_07719","Beaba1|7719",1
"1500","BBA_07722","Beaba1|7722",1
"1501","BBA_07724","Beaba1|7724",2
"1502","BBA_07726","Beaba1|7726",1
"1503","BBA_07728","Beaba1|7728",2
"1504","BBA_07738","Beaba1|7738",4
"1505","BBA_07744","Beaba1|7744",2
"1506","BBA_07769","Beaba1|7769",4
"1507","BBA_07783","Beaba1|7783",1
"1508","BBA_07784","Beaba1|7784",1
"1509","BBA_07787","Beaba1|7787",3
"1510","BBA_07788","Beaba1|7788",1
"1511","BBA_07791","Beaba1|7791",2
"1512","BBA_07792","Beaba1|7792",4
"1513","BBA_07798","Beaba1|7798",1
"1514","BBA_07819","Beaba1|7819",2
"1515","BBA_07822","Beaba1|7822",1
"1516","BBA_07823","Beaba1|7823",1
"1517","BBA_07828","Beaba1|7828",3
"1518","BBA_07831","Beaba1|7831",1
"1519","BBA_07837","Beaba1|7837",1
"1520","BBA_07841","Beaba1|7841",1
"1521","BBA_07846","Beaba1|7846",1
"1522","BBA_07858","Beaba1|7858",1
"1523","BBA_07862","Beaba1|7862",2
"1524","BBA_07864","Beaba1|7864",4
"1525","BBA_07865","Beaba1|7865",1
"1526","BBA_07877","Beaba1|7877",3
"1527","BBA_07881","Beaba1|7881",1
"1528","BBA_07891","Beaba1|7891",1
"1529","BBA_07893","Beaba1|7893",1
"1530","BBA_07908","Beaba1|7908",1
"1531","BBA_07918","Beaba1|7918",1
"1532","BBA_07920","Beaba1|7920",2
"1533","BBA_07921","Beaba1|7921",1
"1534","BBA_07922","Beaba1|7922",1
"1535","BBA_07933","Beaba1|7933",2
"1536","BBA_07940","Beaba1|7940",2
"1537","BBA_07951","Beaba1|7951",2
"1538","BBA_07955","Beaba1|7955",3
"1539","BBA_07959","Beaba1|7959",2
"1540","BBA_07966","Beaba1|7966",1
"1541","BBA_07968","Beaba1|7968",1
"1542","BBA_08015","Beaba1|8015",1
"1543","BBA_08016","Beaba1|8016",2
"1544","BBA_08019","Beaba1|8019",1
"1545","BBA_08023","Beaba1|8023",3
"1546","BBA_08024","Beaba1|8024",2
"1547","BBA_08025","Beaba1|8025",2
"1548","BBA_08029","Beaba1|8029",4
"1549","BBA_08032","Beaba1|8032",4
"1550","BBA_08036","Beaba1|8036",2
"1551","BBA_08040","Beaba1|8040",1
"1552","BBA_08043","Beaba1|8043",2
"1553","BBA_08049","Beaba1|8049",4
"1554","BBA_08056","Beaba1|8056",2
"1555","BBA_08064","Beaba1|8064",2
"1556","BBA_08066","Beaba1|8066",4
"1557","BBA_08070","Beaba1|8070",3
"1558","BBA_08072","Beaba1|8072",1
"1559","BBA_08074","Beaba1|8074",1
"1560","BBA_08075","Beaba1|8075",4
"1561","BBA_08081","Beaba1|8081",1
"1562","BBA_08083","Beaba1|8083",1
"1563","BBA_08091","Beaba1|8091",3
"1564","BBA_08093","Beaba1|8093",1
"1565","BBA_08097","Beaba1|8097",4
"1566","BBA_08102","Beaba1|8102",1
"1567","BBA_08107","Beaba1|8107",1
"1568","BBA_08108","Beaba1|8108",1
"1569","BBA_08112","Beaba1|8112",3
"1570","BBA_08113","Beaba1|8113",1
"1571","BBA_08116","Beaba1|8116",1
"1572","BBA_08117","Beaba1|8117",1
"1573","BBA_08127","Beaba1|8127",1
"1574","BBA_08133","Beaba1|8133",2
"1575","BBA_08135","Beaba1|8135",1
"1576","BBA_08139","Beaba1|8139",2
"1577","BBA_08140","Beaba1|8140",1
"1578","BBA_08141","Beaba1|8141",1
"1579","BBA_08142","Beaba1|8142",1
"1580","BBA_08149","Beaba1|8149",1
"1581","BBA_08151","Beaba1|8151",2
"1582","BBA_08155","Beaba1|8155",4
"1583","BBA_08156","Beaba1|8156",4
"1584","BBA_08158","Beaba1|8158",3
"1585","BBA_08159","Beaba1|8159",2
"1586","BBA_08161","Beaba1|8161",1
"1587","BBA_08179","Beaba1|8179",1
"1588","BBA_08182","Beaba1|8182",2
"1589","BBA_08183","Beaba1|8183",2
"1590","BBA_08187","Beaba1|8187",1
"1591","BBA_08214","Beaba1|8214",1
"1592","BBA_08219","Beaba1|8219",2
"1593","BBA_08220","Beaba1|8220",1
"1594","BBA_08229","Beaba1|8229",2
"1595","BBA_08233","Beaba1|8233",3
"1596","BBA_08239","Beaba1|8239",2
"1597","BBA_08241","Beaba1|8241",1
"1598","BBA_08251","Beaba1|8251",1
"1599","BBA_08253","Beaba1|8253",1
"1600","BBA_08257","Beaba1|8257",1
"1601","BBA_08262","Beaba1|8262",1
"1602","BBA_08267","Beaba1|8267",1
"1603","BBA_08268","Beaba1|8268",3
"1604","BBA_08270","Beaba1|8270",3
"1605","BBA_08276","Beaba1|8276",1
"1606","BBA_08280","Beaba1|8280",2
"1607","BBA_08282","Beaba1|8282",3
"1608","BBA_08283","Beaba1|8283",1
"1609","BBA_08289","Beaba1|8289",1
"1610","BBA_08299","Beaba1|8299",3
"1611","BBA_08304","Beaba1|8304",1
"1612","BBA_08307","Beaba1|8307",1
"1613","BBA_08316","Beaba1|8316",1
"1614","BBA_08337","Beaba1|8337",3
"1615","BBA_08338","Beaba1|8338",1
"1616","BBA_08339","Beaba1|8339",2
"1617","BBA_08344","Beaba1|8344",1
"1618","BBA_08353","Beaba1|8353",2
"1619","BBA_08368","Beaba1|8368",1
"1620","BBA_08369","Beaba1|8369",1
"1621","BBA_08386","Beaba1|8386",4
"1622","BBA_08391","Beaba1|8391",1
"1623","BBA_08397","Beaba1|8397",1
"1624","BBA_08408","Beaba1|8408",1
"1625","BBA_08412","Beaba1|8412",4
"1626","BBA_08435","Beaba1|8435",1
"1627","BBA_08445","Beaba1|8445",2
"1628","BBA_08468","Beaba1|8468",3
"1629","BBA_08469","Beaba1|8469",1
"1630","BBA_08477","Beaba1|8477",1
"1631","BBA_08484","Beaba1|8484",4
"1632","BBA_08494","Beaba1|8494",3
"1633","BBA_08500","Beaba1|8500",4
"1634","BBA_08503","Beaba1|8503",1
"1635","BBA_08510","Beaba1|8510",3
"1636","BBA_08511","Beaba1|8511",3
"1637","BBA_08520","Beaba1|8520",1
"1638","BBA_08525","Beaba1|8525",1
"1639","BBA_08538","Beaba1|8538",2
"1640","BBA_08540","Beaba1|8540",3
"1641","BBA_08550","Beaba1|8550",2
"1642","BBA_08553","Beaba1|8553",4
"1643","BBA_08558","Beaba1|8558",1
"1644","BBA_08563","Beaba1|8563",3
"1645","BBA_08570","Beaba1|8570",4
"1646","BBA_08575","Beaba1|8575",2
"1647","BBA_08583","Beaba1|8583",2
"1648","BBA_08586","Beaba1|8586",1
"1649","BBA_08592","Beaba1|8592",4
"1650","BBA_08596","Beaba1|8596",2
"1651","BBA_08610","Beaba1|8610",4
"1652","BBA_08621","Beaba1|8621",2
"1653","BBA_08630","Beaba1|8630",2
"1654","BBA_08633","Beaba1|8633",3
"1655","BBA_08634","Beaba1|8634",2
"1656","BBA_08635","Beaba1|8635",1
"1657","BBA_08637","Beaba1|8637",4
"1658","BBA_08647","Beaba1|8647",1
"1659","BBA_08648","Beaba1|8648",1
"1660","BBA_08652","Beaba1|8652",1
"1661","BBA_08653","Beaba1|8653",1
"1662","BBA_08678","Beaba1|8678",2
"1663","BBA_08679","Beaba1|8679",3
"1664","BBA_08687","Beaba1|8687",2
"1665","BBA_08697","Beaba1|8697",1
"1666","BBA_08709","Beaba1|8709",3
"1667","BBA_08714","Beaba1|8714",3
"1668","BBA_08720","Beaba1|8720",4
"1669","BBA_08721","Beaba1|8721",4
"1670","BBA_08722","Beaba1|8722",2
"1671","BBA_08726","Beaba1|8726",3
"1672","BBA_08735","Beaba1|8735",2
"1673","BBA_08736","Beaba1|8736",2
"1674","BBA_08741","Beaba1|8741",1
"1675","BBA_08743","Beaba1|8743",1
"1676","BBA_08745","Beaba1|8745",1
"1677","BBA_08746","Beaba1|8746",1
"1678","BBA_08760","Beaba1|8760",4
"1679","BBA_08761","Beaba1|8761",4
"1680","BBA_08765","Beaba1|8765",3
"1681","BBA_08774","Beaba1|8774",1
"1682","BBA_08781","Beaba1|8781",1
"1683","BBA_08790","Beaba1|8790",1
"1684","BBA_08791","Beaba1|8791",1
"1685","BBA_08793","Beaba1|8793",2
"1686","BBA_08807","Beaba1|8807",4
"1687","BBA_08808","Beaba1|8808",1
"1688","BBA_08809","Beaba1|8809",1
"1689","BBA_08815","Beaba1|8815",2
"1690","BBA_08818","Beaba1|8818",3
"1691","BBA_08824","Beaba1|8824",1
"1692","BBA_08827","Beaba1|8827",1
"1693","BBA_08829","Beaba1|8829",1
"1694","BBA_08833","Beaba1|8833",1
"1695","BBA_08837","Beaba1|8837",3
"1696","BBA_08838","Beaba1|8838",2
"1697","BBA_08853","Beaba1|8853",2
"1698","BBA_08859","Beaba1|8859",2
"1699","BBA_08864","Beaba1|8864",1
"1700","BBA_08867","Beaba1|8867",4
"1701","BBA_08876","Beaba1|8876",2
"1702","BBA_08877","Beaba1|8877",2
"1703","BBA_08878","Beaba1|8878",1
"1704","BBA_08879","Beaba1|8879",4
"1705","BBA_08880","Beaba1|8880",1
"1706","BBA_08885","Beaba1|8885",4
"1707","BBA_08891","Beaba1|8891",2
"1708","BBA_08895","Beaba1|8895",3
"1709","BBA_08912","Beaba1|8912",1
"1710","BBA_08938","Beaba1|8938",4
"1711","BBA_08942","Beaba1|8942",1
"1712","BBA_08945","Beaba1|8945",3
"1713","BBA_08961","Beaba1|8961",1
"1714","BBA_08965","Beaba1|8965",1
"1715","BBA_08973","Beaba1|8973",1
"1716","BBA_08974","Beaba1|8974",1
"1717","BBA_08975","Beaba1|8975",1
"1718","BBA_08992","Beaba1|8992",2
"1719","BBA_08996","Beaba1|8996",4
"1720","BBA_09008","Beaba1|9008",4
"1721","BBA_09031","Beaba1|9031",2
"1722","BBA_09054","Beaba1|9054",3
"1723","BBA_09056","Beaba1|9056",1
"1724","BBA_09063","Beaba1|9063",4
"1725","BBA_09080","Beaba1|9080",1
"1726","BBA_09085","Beaba1|9085",1
"1727","BBA_09086","Beaba1|9086",1
"1728","BBA_09091","Beaba1|9091",3
"1729","BBA_09092","Beaba1|9092",3
"1730","BBA_09094","Beaba1|9094",2
"1731","BBA_09098","Beaba1|9098",1
"1732","BBA_09107","Beaba1|9107",1
"1733","BBA_09111","Beaba1|9111",1
"1734","BBA_09119","Beaba1|9119",2
"1735","BBA_09125","Beaba1|9125",3
"1736","BBA_09136","Beaba1|9136",2
"1737","BBA_09138","Beaba1|9138",2
"1738","BBA_09140","Beaba1|9140",1
"1739","BBA_09151","Beaba1|9151",2
"1740","BBA_09160","Beaba1|9160",3
"1741","BBA_09180","Beaba1|9180",3
"1742","BBA_09183","Beaba1|9183",1
"1743","BBA_09213","Beaba1|9213",1
"1744","BBA_09240","Beaba1|9240",2
"1745","BBA_09248","Beaba1|9248",4
"1746","BBA_09252","Beaba1|9252",2
"1747","BBA_09254","Beaba1|9254",4
"1748","BBA_09264","Beaba1|9264",3
"1749","BBA_09274","Beaba1|9274",1
"1750","BBA_09277","Beaba1|9277",1
"1751","BBA_09279","Beaba1|9279",3
"1752","BBA_09284","Beaba1|9284",1
"1753","BBA_09287","Beaba1|9287",2
"1754","BBA_09306","Beaba1|9306",1
"1755","BBA_09322","Beaba1|9322",1
"1756","BBA_09330","Beaba1|9330",2
"1757","BBA_09355","Beaba1|9355",1
"1758","BBA_09374","Beaba1|9374",1
"1759","BBA_09379","Beaba1|9379",1
"1760","BBA_09383","Beaba1|9383",2
"1761","BBA_09387","Beaba1|9387",3
"1762","BBA_09392","Beaba1|9392",1
"1763","BBA_09409","Beaba1|9409",4
"1764","BBA_09410","Beaba1|9410",2
"1765","BBA_09411","Beaba1|9411",2
"1766","BBA_09412","Beaba1|9412",2
"1767","BBA_09413","Beaba1|9413",2
"1768","BBA_09417","Beaba1|9417",4
"1769","BBA_09426","Beaba1|9426",1
"1770","BBA_09447","Beaba1|9447",2
"1771","BBA_09448","Beaba1|9448",2
"1772","BBA_09468","Beaba1|9468",1
"1773","BBA_09471","Beaba1|9471",2
"1774","BBA_09474","Beaba1|9474",2
"1775","BBA_09486","Beaba1|9486",1
"1776","BBA_09487","Beaba1|9487",1
"1777","BBA_09490","Beaba1|9490",2
"1778","BBA_09502","Beaba1|9502",1
"1779","BBA_09507","Beaba1|9507",2
"1780","BBA_09513","Beaba1|9513",1
"1781","BBA_09524","Beaba1|9524",3
"1782","BBA_09545","Beaba1|9545",3
"1783","BBA_09580","Beaba1|9580",2
"1784","BBA_09581","Beaba1|9581",2
"1785","BBA_09583","Beaba1|9583",1
"1786","BBA_09596","Beaba1|9596",1
"1787","BBA_09598","Beaba1|9598",3
"1788","BBA_09599","Beaba1|9599",3
"1789","BBA_09637","Beaba1|9637",3
"1790","BBA_09643","Beaba1|9643",2
"1791","BBA_09652","Beaba1|9652",4
"1792","BBA_09656","Beaba1|9656",1
"1793","BBA_09658","Beaba1|9658",4
"1794","BBA_09661","Beaba1|9661",1
"1795","BBA_09680","Beaba1|9680",1
"1796","BBA_09688","Beaba1|9688",1
"1797","BBA_09694","Beaba1|9694",1
"1798","BBA_09706","Beaba1|9706",3
"1799","BBA_09714","Beaba1|9714",2
"1800","BBA_09725","Beaba1|9725",3
"1801","BBA_09729","Beaba1|9729",2
"1802","BBA_09738","Beaba1|9738",3
"1803","BBA_09751","Beaba1|9751",1
"1804","BBA_09759","Beaba1|9759",2
"1805","BBA_09760","Beaba1|9760",2
"1806","BBA_09774","Beaba1|9774",1
"1807","BBA_09790","Beaba1|9790",1
"1808","BBA_09794","Beaba1|9794",1
"1809","BBA_09795","Beaba1|9795",2
"1810","BBA_09816","Beaba1|9816",1
"1811","BBA_09819","Beaba1|9819",1
"1812","BBA_09823","Beaba1|9823",2
"1813","BBA_09825","Beaba1|9825",1
"1814","BBA_09851","Beaba1|9851",2
"1815","BBA_09852","Beaba1|9852",2
"1816","BBA_09855","Beaba1|9855",1
"1817","BBA_09864","Beaba1|9864",1
"1818","BBA_09870","Beaba1|9870",2
"1819","BBA_09871","Beaba1|9871",3
"1820","BBA_09873","Beaba1|9873",2
"1821","BBA_09880","Beaba1|9880",1
"1822","BBA_09882","Beaba1|9882",1
"1823","BBA_09883","Beaba1|9883",4
"1824","BBA_09885","Beaba1|9885",3
"1825","BBA_09886","Beaba1|9886",4
"1826","BBA_09890","Beaba1|9890",1
"1827","BBA_09901","Beaba1|9901",1
"1828","BBA_09921","Beaba1|9921",1
"1829","BBA_09926","Beaba1|9926",3
"1830","BBA_09932","Beaba1|9932",3
"1831","BBA_09947","Beaba1|9947",3
"1832","BBA_09956","Beaba1|9956",1
"1833","BBA_09970","Beaba1|9970",1
"1834","BBA_09971","Beaba1|9971",2
"1835","BBA_09972","Beaba1|9972",4
"1836","BBA_09975","Beaba1|9975",1
"1837","BBA_09976","Beaba1|9976",1
"1838","BBA_09979","Beaba1|9979",4
"1839","BBA_09980","Beaba1|9980",3
"1840","BBA_09983","Beaba1|9983",1
"1841","BBA_09990","Beaba1|9990",2
"1842","BBA_09992","Beaba1|9992",3
"1843","BBA_10013","Beaba1|10013",1
"1844","BBA_10016","Beaba1|10016",2
"1845","BBA_10020","Beaba1|10020",2
"1846","BBA_10027","Beaba1|10027",1
"1847","BBA_10033","Beaba1|10033",2
"1848","BBA_10052","Beaba1|10052",2
"1849","BBA_10089","Beaba1|10089",1
"1850","BBA_10090","Beaba1|10090",1
"1851","BBA_10111","Beaba1|10111",1
"1852","BBA_10116","Beaba1|10116",1
"1853","BBA_10117","Beaba1|10117",1
"1854","BBA_10119","Beaba1|10119",3
"1855","BBA_10138","Beaba1|10138",1
"1856","BBA_10142","Beaba1|10142",1
"1857","BBA_10143","Beaba1|10143",3
"1858","BBA_10177","Beaba1|10177",1
"1859","BBA_10178","Beaba1|10178",1
"1860","BBA_10198","Beaba1|10198",1
"1861","BBA_10204","Beaba1|10204",1
"1862","BBA_10210","Beaba1|10210",4
"1863","BBA_10212","Beaba1|10212",3
"1864","BBA_10247","Beaba1|10247",1
"1865","BBA_10263","Beaba1|10263",3
"1866","BBA_10272","Beaba1|10272",2
"1867","BBA_10290","Beaba1|10290",2
"1868","BBA_10303","Beaba1|10303",1
"1869","BBA_10315","Beaba1|10315",2
"1870","BBA_10337","Beaba1|10337",2
"1871","BBA_10338","Beaba1|10338",2
"1872","BBA_10347","Beaba1|10347",1
